        6000
  Built with Packmol                                             
  H           12.208347       34.078058       21.904453
  O           11.237726       33.857101       22.000320
  H           29.278944       23.966443       30.127748
  H           30.021535       25.373734       30.495071
  O           29.876331       24.689374       29.780449
  H            7.223653        1.312794       28.550408
  H            8.548387        0.701972       27.816371
  O            8.079802        1.542803       28.087570
  H            1.816645       28.140310       31.664450
  H            1.818170       26.509386       31.581267
  O            2.342326       27.337591       31.382638
  H           27.847544        7.327900       11.247828
  H           27.008770        6.807160       12.548645
  O           27.916276        6.867183       12.132776
  H           17.779372       33.611521       15.646795
  H           18.663289       34.427895       14.542684
  O           18.679417       33.998246       15.445601
  H            8.819193       23.993470       12.167405
  H            9.289192       24.431911       10.666170
  O            8.501357       24.246429       11.253562
  H           19.971105       35.779631        1.810612
  H           20.372539       35.972598        3.381742
  O           19.777692       35.481382        2.745360
  H            9.059757       32.952656       35.715675
  H            7.873249       32.838967       36.831968
  O            8.476860       33.468949       36.343202
  H           26.217219       36.210741        7.283747
  H           27.086877       35.106678        6.452137
  O           26.163797       35.398000        6.703476
  H           20.836280       10.200213       14.897835
  H           19.619734       10.244942       15.986344
  O           19.955989        9.801618       15.155372
  H            2.696253       31.390553       15.493260
  H            4.020459       30.936906       16.334401
  O            3.640563       31.628872       15.720415
  H           37.345155       30.054634        0.911817
  H           35.810378       30.240441        0.385725
  O           36.665011       29.739140        0.250014
  H           16.916338       17.156368       21.310520
  H           17.957952       17.488191       20.097355
  O           17.025563       17.623142       20.432848
  H            3.205805       31.138916       18.367875
  H            1.728112       31.793150       18.132842
  O            2.709062       31.984085       18.170259
  H           16.615426       20.247497        2.801085
  H           17.569044       19.258134        1.918696
  O           16.642328       19.403440        2.265397
  H            3.083507       16.421622        5.533889
  H            1.608632       15.995664        4.976987
  O            2.581816       16.049238        4.753022
  H           18.674086       18.163609       12.541447
  H           19.081762       19.095300       11.263720
  O           18.333360       18.606358       11.711992
  H           32.048731        6.067642       26.686378
  H           30.784685        5.043069       26.825207
  O           31.061946        6.003867       26.835727
  H           23.965948       38.153822       10.911623
  H           23.848286       36.959545        9.804061
  O           24.398897       37.734970       10.113353
  H           21.118910        2.258637       30.930523
  H           22.687728        2.431298       30.511199
  O           22.017772        1.820280       30.933021
  H            1.841222        5.066257       32.680626
  H            1.686051        4.925752       31.061054
  O            2.282595        5.239060       31.800033
  H           31.098770        7.918155       29.191132
  H           32.575551        8.387448       28.675655
  O           31.965809        7.605127       28.803352
  H           24.761282       19.985690       35.936794
  H           24.886898       18.383932       35.644514
  O           24.391109       19.220262       35.410288
  H           30.863651       20.860431       36.481704
  H           30.637657       22.048297       35.384099
  O           31.106387       21.797688       36.231214
  H            9.466152        3.140767       35.764981
  H           10.325794        2.032811       36.601810
  O           10.269849        2.997045       36.342502
  H           24.132429       12.650494       24.522004
  H           23.155753       13.872675       24.053803
  O           23.833406       13.205023       23.745346
  H           30.151295       38.152930       31.898131
  H           28.575962       38.153296       31.467829
  O           29.340433       37.582376       31.767414
  H           16.401921       28.099395       25.413961
  H           17.450178       28.606488       26.558884
  O           17.300779       28.507093       25.575055
  H            2.253914       19.005987        9.712484
  H            2.988519       17.562331        9.919965
  O            2.112220       18.017201        9.760870
  H            9.459856       14.768983       -0.025166
  H            9.875122       13.282815        0.509338
  O            9.212620       13.799997       -0.032632
  H           22.836970        0.621554       12.840446
  H           22.620389        1.846634       11.782567
  O           22.712733        0.855245       11.876045
  H            6.209968       35.574534        8.912809
  H            5.635218       34.267407        8.120396
  O            6.425929       34.868171        8.238623
  H            9.610283       24.935576       16.673703
  H            8.593935       23.869318       15.968745
  O            9.157844       24.681501       15.818799
  H           13.845984       21.825580       15.739161
  H           14.160291       22.756656       14.434882
  O           14.330962       21.870446       14.865720
  H           12.000072       38.095854       21.887269
  H           10.985223       36.919912       22.391329
  O           11.941918       37.206968       22.341820
  H           29.619456       29.347557        5.467607
  H           28.411668       28.261829        5.296493
  O           28.634908       29.235999        5.332193
  H            4.110045       15.468541        9.577574
  H            5.351207       14.412304        9.474054
  O            4.367132       14.503362        9.627099
  H           15.083668       32.978412       26.808851
  H           16.042959       32.276303       25.689191
  O           15.117605       32.308532       26.067079
  H           10.513137       32.272940       38.155493
  H           11.076203       30.772514       37.841627
  O           10.252758       31.325682       37.968359
  H           24.382537       12.735299       27.902850
  H           24.561054       12.461151       29.502790
  O           24.958993       12.306412       28.598457
  H            8.131274       26.281632       21.247428
  H            8.061777       24.941037       20.317476
  O            8.650552       25.500205       20.901250
  H            6.290483        9.904924       22.407830
  H            6.817238        9.124307       21.073662
  O            6.430247        9.978805       21.420346
  H           25.563347        6.371620        9.853392
  H           25.349626        5.919445       11.407965
  O           25.673200        6.650714       10.807413
  H           12.494193       15.281493       37.360044
  H           12.042781       16.845736       37.487346
  O           12.747519       16.224586       37.144367
  H           12.180144        6.636163       -0.005279
  H           11.639397        7.248984        1.408539
  O           11.780884        6.409835        0.883250
  H           37.784336       24.601160       37.929565
  H           36.235628       25.109375       37.829277
  O           37.185419       25.401967       37.940653
  H           28.085487       34.651746       11.165095
  H           29.269629       33.546495       10.957576
  O           28.280001       33.685707       10.994657
  H           30.745086        5.719154       29.711504
  H           32.186652        5.099826       29.258561
  O           31.223812        4.888476       29.427053
  H           15.138016       29.607460       29.174215
  H           13.813382       30.133170       29.971592
  O           14.267792       29.331717       29.582617
  H            4.837234       35.181186       23.478829
  H            6.436328       34.850875       23.503916
  O            5.519734       34.451007       23.512729
  H           38.154461       23.895658       20.491874
  H           36.996431       23.443832       19.432792
  O           37.926393       23.262032       19.752537
  H            4.838765       32.402080        5.044189
  H            3.472105       31.638898        5.509623
  O            3.863765       32.517029        5.234655
  H            8.426183       23.204175       34.299741
  H            7.321400       23.946097       33.353251
  O            7.461359       23.452015       34.211396
  H           22.703157       20.720055       35.685515
  H           21.862910       22.119843       35.647938
  O           21.788262       21.122588       35.653108
  H            8.570139       12.303106       27.895927
  H            6.954099       12.485452       28.044248
  O            7.691008       11.826410       27.893433
  H            0.312725       22.672516        7.869353
  H            0.695864       21.324071        7.031656
  O           -0.033597       21.975092        7.241836
  H           21.426028       15.945583        1.275271
  H           20.757470       17.414897        1.028326
  O           21.618516       16.914556        1.119852
  H            7.553795        1.497168       12.377593
  H            6.743556        2.844968       12.817803
  O            6.855454        1.866377       12.990881
  H           23.721986        9.968810        7.224331
  H           23.156644       10.805291        8.507890
  O           23.028332        9.989098        7.944434
  H            6.941424        0.939848       30.968571
  H            8.017667        2.092585       30.544621
  O            7.086318        1.924194       30.867657
  H           14.678958       33.029286        4.085850
  H           14.464781       31.551879        3.423858
  O           15.139399       32.252885        3.655371
  H           15.673632       24.078460       24.507141
  H           16.713322       22.824206       24.619952
  O           16.636016       23.820946       24.594433
  H           12.087264       38.057190       28.180694
  H           10.993236       37.418827       29.211437
  O           11.229642       38.223915       28.667319
  H           24.286138       37.679446       34.023441
  H           22.826829       37.566854       33.299164
  O           23.519327       38.199181       33.646622
  H            8.869408        9.715495        8.806798
  H            7.288617       10.083866        8.627244
  O            8.214136       10.459566        8.676057
  H           17.598530       14.634627       17.317811
  H           17.701345       15.366083       18.774258
  O           17.722894       15.510134       17.784862
  H           11.802090       35.580743        1.594750
  H           11.632448       37.177027        1.894640
  O           11.224001       36.273652        2.025801
  H           27.498753        1.114155        0.597643
  H           26.042621        1.589993        1.163410
  O           26.628065        0.800929        0.976995
  H           10.369863       30.188350       31.903356
  H           11.460772       30.157355       33.118178
  O           11.178989       30.634656       32.285772
  H            1.955700       29.646267       13.497597
  H            3.533542       30.005887       13.716512
  O            2.846181       29.281443       13.769743
  H           34.283039        3.570787       14.406718
  H           34.406128        1.943807       14.474714
  O           34.889632        2.790691       14.253058
  H           24.008160       28.017917       22.339652
  H           22.888376       28.906901       23.128719
  O           23.866508       28.794891       22.953136
  H           14.475517       27.216063       16.228098
  H           13.114710       27.993599       15.769319
  O           13.625420       27.136004       15.707481
  H            0.097329       32.893323        3.265505
  H            0.671173       31.813196        4.347569
  O            0.904731       32.601700        3.778509
  H           24.862538        4.013969        3.078395
  H           23.330884        4.084755        2.516379
  O           24.072095        4.609590        2.935035
  H           12.437040       11.771108       24.158784
  H           12.424335       13.068853       23.167557
  O           11.865622       12.344434       23.571507
  H           23.934302       18.723890        5.542529
  H           23.560435       19.333281        7.010759
  O           24.058255       18.612311        6.528583
  H           24.535242       37.675932        1.672113
  H           26.069449       38.159286        1.953920
  O           25.419307       37.405987        2.053788
  H           32.474258       32.541580        7.961640
  H           31.873200       31.059561        8.292072
  O           31.649907       32.030501        8.205279
  H            1.562315       29.064256       34.451952
  H            2.025571       29.917000       35.765367
  O            2.114236       29.834072       34.772704
  H           25.758930       36.839708       14.446824
  H           26.578125       35.735974       13.565049
  O           25.669491       36.077438       13.805684
  H           24.852271       23.971877       30.552330
  H           26.412435       24.199534       30.977651
  O           25.768354       23.570884       30.541673
  H           30.043927       27.106247       28.913558
  H           31.656546       27.087363       28.656778
  O           30.847107       26.519848       28.807948
  H            7.067270       19.212879       28.970108
  H            7.700185       20.717986       28.939964
  O            6.851641       20.188775       28.934792
  H           17.922900        6.532989       31.098237
  H           19.295611        7.334514       30.723993
  O           18.400026        7.409527       31.162648
  H            3.611926       38.171251        5.481091
  H            5.238951       38.082513        5.372691
  O            4.453352       37.963148        5.979901
  H           19.517114       15.913717       28.346943
  H           18.174471       15.001777       28.527254
  O           18.981790       15.367017       28.990886
  H            6.663971       23.948442        1.482240
  H            7.615720       22.809289        0.801549
  O            6.976115       23.555627        0.617151
  H            3.141732       22.166398       17.057369
  H            2.098252       21.173126       16.288347
  O            2.217686       22.083809       16.683961
  H           11.185313       26.518994        2.093707
  H           11.689422       24.968018        2.178461
  O           10.888526       25.564487        2.124530
  H           23.913336        3.908466       25.729091
  H           22.403621        3.285903       25.725580
  O           23.376564        3.067904       25.802898
  H           20.895816       28.069400       15.070564
  H           20.097116       27.364698       13.832699
  O           20.050063       28.073228       14.536894
  H           16.197153       23.667817       15.223812
  H           16.350851       23.555314       16.845711
  O           15.810738       23.267482       16.054794
  H           21.398777       11.461987        6.339010
  H           21.979323       10.676864        5.030047
  O           22.174556       10.948152        5.972600
  H           12.858315       15.431231        0.540182
  H           14.349061       15.799209       -0.015790
  O           13.833342       15.440507        0.762339
  H           21.976824       27.364996        5.837937
  H           22.952092       26.748759        4.682108
  O           22.824350       26.862250        5.667460
  H            6.876798       33.891011       10.930784
  H            5.650696       34.795916       11.517858
  O            5.980084       34.283037       10.725030
  H           21.686255       29.861364       24.703980
  H           20.704652       30.913063       23.931180
  O           20.876036       29.946855       24.124022
  H           22.042591       18.247394       15.924534
  H           21.852416       17.352792       14.571626
  O           22.053445       18.266592       14.924719
  H            9.677475       30.321964        2.834330
  H            8.554909       29.150254        2.650544
  O            9.512827       29.336180        2.869505
  H           24.107953       15.530479       33.586191
  H           22.915939       16.645106       33.645742
  O           23.903723       16.501851       33.708023
  H           33.507510        2.426033       38.156480
  H           33.622829        0.888064       37.619648
  O           33.050628        1.537147       38.121043
  H           20.903874       13.248487        1.833573
  H           19.378815       13.550857        2.333176
  O           20.245982       13.967021        2.059411
  H            4.601810       27.797843       12.836664
  H            4.333046       27.809586       14.447398
  O            4.027799       27.436102       13.571355
  H           31.115108       11.530718        7.154414
  H           32.230147       10.361578        6.916435
  O           32.094491       11.332448        7.114237
  H           10.299989       12.876967       13.027136
  H           11.380858       14.101004       13.009983
  O           10.751198       13.559842       12.452498
  H           19.686209        2.386074        1.563601
  H           19.296904        2.487292        3.146331
  O           19.740146        2.957101        2.382829
  H           15.380694       13.765215       14.894445
  H           16.698931       13.359361       15.768727
  O           15.952565       13.005764       15.204791
  H            5.504388       32.357918       -0.010934
  H            5.305174       33.611078        1.017044
  O            5.973036       33.086029        0.489406
  H            7.218670       19.355495       13.042585
  H            7.728565       20.728530       12.320356
  O            7.145089       20.352840       13.040445
  H           11.664503       24.378442       28.250537
  H           11.218744       24.616423       29.803438
  O           11.960536       24.723415       29.141309
  H           15.720462       25.281385        4.321807
  H           14.105166       25.253403        4.560282
  O           14.912788       24.693935        4.373573
  H           27.140559        6.364836       19.520248
  H           27.651751        5.146650       18.560278
  O           27.896140        6.031995       18.955951
  H            0.259192       10.578307       12.941721
  H           -0.000060       12.152480       13.290440
  O            0.688766       11.428884       13.245204
  H           35.092353        7.356564        9.313279
  H           33.501464        7.597714        9.034430
  O           34.289876        7.021175        8.819658
  H           22.362222        0.988892        3.682516
  H           21.389698        1.184892        4.979673
  O           21.769478        1.630786        4.169079
  H           36.327298       17.636856       28.800520
  H           37.267574       17.855326       27.483330
  O           37.184309       17.375049       28.356553
  H           10.735083       12.550666       33.807568
  H           10.893678       11.406283       32.653414
  O           10.585239       12.338755       32.841775
  H           30.159225        5.992420       20.845954
  H           28.752199        6.815614       20.943242
  O           29.166090        5.926202       20.748927
  H           33.688733        7.221032       33.526965
  H           34.071781        7.715973       32.018607
  O           34.231957        7.014460       32.713115
  H            8.374535       23.427236       18.753423
  H            9.783976       24.252039       18.756987
  O            9.370681       23.341747       18.731036
  H           32.606245       24.683286        8.559787
  H           31.071732       25.237068        8.633484
  O           31.824794       24.997503        8.020603
  H           34.372860       19.832565       23.453203
  H           34.111102       18.280225       23.018969
  O           33.752892       19.053017       23.542989
  H            1.588010       10.650515       10.932434
  H           -0.009450       10.661398       10.593555
  O            0.800809       10.083257       10.690256
  H           31.552552       35.735492       35.009496
  H           31.934891       34.234859       34.491080
  O           32.302471       35.094174       34.846862
  H           15.360646       37.384403       10.245594
  H           16.346403       38.154448        9.195760
  O           16.189452       37.300647        9.692256
  H           38.155908       18.093449       13.734189
  H           38.158155       17.604328       15.292262
  O           37.648164       17.588329       14.432162
  H            8.636519       35.480660       18.394900
  H            9.352555       34.076140       17.968929
  O            8.511632       34.491582       18.315880
  H            8.601277       18.704479        3.770350
  H            8.963211       20.258263        4.119056
  O            8.243955       19.637833        3.806239
  H           36.162342       20.453265       18.963116
  H           35.179852       20.585618       17.665414
  O           35.213429       20.555659       18.664460
  H           17.453014       12.413211        5.232065
  H           18.901214       11.737216        4.896531
  O           17.922863       11.560261        5.004398
  H            2.012583       15.874765       26.153754
  H            0.768558       16.799777       26.667164
  O            1.736339       16.799689       26.415135
  H           24.418578       16.388412        5.587229
  H           23.423107       15.423434        4.724275
  O           23.490433       16.021645        5.522854
  H           28.547831       20.297460       10.702389
  H           27.780884       21.700078       11.035993
  O           28.657465       21.287847       10.787420
  H           15.357235        4.446082        0.600124
  H           16.208370        5.722765        1.159131
  O           15.632450        4.947979        1.420169
  H           23.432132        1.478599       14.776639
  H           24.185885        0.032450       14.862340
  O           23.323357        0.514142       15.017695
  H           27.309678       14.668972       37.831756
  H           27.215686       14.082440       36.310579
  O           26.892984       14.796743       36.931669
  H           33.334667       19.493863       33.552850
  H           32.314445       18.571303       32.672585
  O           33.238808       18.635442       33.048826
  H           28.157120       23.351107       26.728737
  H           27.984043       24.905719       27.197844
  O           27.499006       24.054272       26.998108
  H           22.376290       36.569449       17.127111
  H           23.218591       35.373689       16.400803
  O           22.339724       35.622347       16.808087
  H           18.441667       21.366432       26.431793
  H           18.682056       19.761880       26.617429
  O           19.040832       20.598822       26.203997
  H           11.252067       23.057403       17.629650
  H           10.639797       23.074123       16.115820
  O           11.478583       23.010820       16.656697
  H            1.992607        5.842740       10.609336
  H            0.873536        6.405705        9.561677
  O            1.450422        5.623751        9.798043
  H           32.909425       14.496049        9.424810
  H           31.825838       13.274433        9.442962
  O           32.799584       13.502068        9.432033
  H           30.559533       11.422095       19.601804
  H           30.260849        9.823893       19.448919
  O           29.846854       10.734105       19.464424
  H           10.575795        8.701847       29.979504
  H           10.345676        8.249208       31.531599
  O            9.967691        8.214645       30.606369
  H           25.106260        5.445846        6.438281
  H           25.080200        5.395253        4.806228
  O           25.629552        5.206626        5.620323
  H           19.285913       21.034210        4.853648
  H           19.400027       21.286414        6.463060
  O           18.927673       20.769528        5.749038
  H            7.582071       36.355366       16.301625
  H            6.984111       34.964808       15.688741
  O            7.816925       35.494330       15.850429
  H           25.355083        3.332842       11.719291
  H           23.898981        3.952894       12.121957
  O           24.572818        3.860964       11.388738
  H           38.153565       19.624167       23.426986
  H           36.970406       18.656055       24.001207
  O           37.952772       18.842608       24.017718
  H           18.103690       10.755139        7.779656
  H           18.653742       12.108771        7.050300
  O           17.871170       11.689971        7.511066
  H           17.600307       26.008953        3.422463
  H           17.724629       24.432222        3.829032
  O           18.208007       25.307002        3.794057
  H           19.572717        5.354218       13.480181
  H           20.977110        4.557217       13.723710
  O           20.090244        4.789585       14.123199
  H            6.287541        6.419421       22.477335
  H            5.431232        7.809412       22.516025
  O            6.350824        7.417423       22.487520
  H            7.308115       35.207316       33.643625
  H            8.227378       33.883155       33.905135
  O            7.520210       34.284194       33.322726
  H           29.295798       10.527174        4.948609
  H           28.067185       11.601684        4.895959
  O           28.303356       10.630030        4.880821
  H           18.918612       18.541710       21.852242
  H           20.366947       19.243425       22.129298
  O           19.386252       19.408778       22.024354
  H           13.462717       29.796293       17.960600
  H           13.788665       28.221232       18.243045
  O           13.879899       28.968679       17.584928
  H           34.791029        8.966571       25.238454
  H           34.781387        9.503663       26.780620
  O           35.105087        9.690329       25.852993
  H            7.760730       14.397936        8.963549
  H            7.726052       12.778297        8.757626
  O            8.272290       13.606158        8.629615
  H            3.316869       29.457990       24.643086
  H            4.725671       29.170874       23.868697
  O            3.921731       28.746428       24.285404
  H           13.676214       23.149033        5.478106
  H           12.912966       23.470976        4.070753
  O           13.066998       22.779339        4.776466
  H           31.658832       17.198003       -0.027755
  H           31.621484       15.719753        0.665222
  O           31.115077       16.571583        0.530855
  H           18.117057       21.144398       36.500836
  H           17.061990       21.806678       35.444876
  O           18.017438       21.550900       35.592570
  H            5.072026       22.265244       28.261030
  H            4.141038       23.064942       29.338332
  O            5.077868       22.807483       29.101303
  H            8.221245        3.228464       32.417711
  H            9.636763        3.233956       33.232029
  O            8.734315        3.658899       33.160409
  H           18.823082        5.622170       24.983943
  H           20.090886        4.599190       25.098058
  O           19.817699        5.560745       25.068088
  H           34.925067       32.092698       35.420950
  H           33.563538       32.994389       35.426121
  O           34.563125       33.024921       35.429503
  H           16.063778        7.212792       37.473060
  H           17.131062        8.234944       36.778117
  O           16.620524        8.031563       37.613644
  H           30.040603       -0.001023       11.270782
  H           29.869003        0.731451        9.821344
  O           29.897587        0.875270       10.810595
  H           13.002836       11.595377       18.886881
  H           13.855340       12.207079       20.138237
  O           13.305605       12.436601       19.334976
  H           24.028598       16.815638        7.792695
  H           23.033739       15.521386        7.837449
  O           23.073271       16.520069        7.802972
  H           15.397977        7.745947       10.915234
  H           16.180762        6.321117       11.069976
  O           16.211385        7.228167       10.649927
  H           11.556313       21.784654       26.535581
  H           10.971203       23.307352       26.458933
  O           11.763989       22.748555       26.702560
  H           33.985603        2.451633       25.124205
  H           35.534154        2.026464       25.420952
  O           34.875798        2.778976       25.441248
  H           26.804020       38.178073       20.264847
  H           26.857358       36.554869       20.093965
  O           27.383204       37.401887       20.015453
  H            4.005781        3.602230        3.037156
  H            4.454394        2.730567        4.343214
  O            4.489735        2.783060        3.345159
  H           24.481135       32.726503       19.318672
  H           24.407452       34.352572       19.450221
  O           23.899421       33.499726       19.571360
  H           31.177973       20.037138       33.855086
  H           31.095549       21.260879       32.776894
  O           30.641853       20.826180       33.554913
  H           22.222073        9.805853       26.032859
  H           21.654037       10.981922       25.052536
  O           21.406772       10.313475       25.754075
  H           21.259207       14.270927       25.092404
  H           22.531513       14.927046       25.878267
  O           21.656038       15.122149       25.436006
  H           20.489741       30.961539        1.200647
  H           21.975033       30.282758        1.199978
  O           20.992836       30.097935        1.235290
  H           36.685330       37.039395       10.384298
  H           35.070933       37.255365       10.502251
  O           35.870375       37.378384        9.914138
  H            7.807852       30.582284        1.157290
  H            6.435352       31.193360        1.797342
  O            7.099275       31.280481        1.054553
  H           24.130231        8.960282        1.326665
  H           22.812787        9.747592        0.768704
  O           23.648578        9.836563        1.310605
  H            1.634514       37.563831       11.419755
  H            2.328710       36.717065       10.208179
  O            2.110242       36.716330       11.184083
  H           18.526800       16.411906        3.104207
  H           19.195215       16.005248        1.670789
  O           19.348625       16.478582        2.538279
  H           36.609655       22.993546       21.772227
  H           35.646953       24.219385       21.285033
  O           35.761630       23.225982       21.295842
  H           13.293157       18.199052       14.274939
  H           14.200637       18.709867       15.532867
  O           14.071999       17.979069       14.862416
  H            5.404320       22.416069        3.473393
  H            5.582462       20.823341        3.786952
  O            5.023833       21.633288        3.965939
  H           12.815901       16.203841       13.404880
  H           12.359773       15.223684       14.628839
  O           12.162712       16.080380       14.152021
  H           31.354181        3.449681        2.152685
  H           32.485920        4.417206        2.823431
  O           31.719124        4.380295        2.182510
  H           15.647726        8.176961       21.082261
  H           14.626264        8.345816       22.345170
  O           15.489903        7.943131       22.041704
  H           21.056387        3.947036        4.492515
  H           21.575753        5.470222        4.215031
  O           21.706260        4.507271        3.978786
  H           29.091049       37.622990       11.715210
  H           27.922206       37.337780       12.819428
  O           28.512641       36.919839       12.128900
  H           19.488898        5.660331        9.139133
  H           19.848599        4.586221        7.962809
  O           19.334926        5.415883        8.181713
  H           22.445823        5.543056       25.848126
  H           23.018218        6.654377       26.898919
  O           22.984145        5.679199       26.679866
  H           21.184856        2.648383        6.610080
  H           19.567856        2.724041        6.825546
  O           20.301040        2.705911        6.145670
  H            1.952054       30.361483       29.771754
  H            1.884757       31.223860       28.386613
  O            2.406472       30.541941       28.899369
  H           13.230465       14.937197       29.097389
  H           13.849482       13.488449       29.527253
  O           13.016146       13.974718       29.264171
  H           13.053370        2.118225        3.375849
  H           13.473679        3.677837        3.616231
  O           13.811166        2.737028        3.583075
  H           25.819015       32.179550        5.949256
  H           27.026448       31.980767        7.030657
  O           26.790468       32.337429        6.126653
  H           30.033272       13.575753       27.035573
  H           30.462880       12.000448       27.061807
  O           29.692120       12.635917       27.014620
  H           30.646613       24.395832       26.447673
  H           30.531802       26.019813       26.575511
  O           30.764019       25.176929       27.061041
  H           24.959724        0.690572       29.544565
  H           23.903301        0.618819       30.787810
  O           24.848211        0.448054       30.508342
  H            1.091863       34.616147       28.908935
  H            1.550544       35.514127       27.624380
  O            0.800294       34.990995       28.028825
  H           27.962036       14.174520        8.517805
  H           27.250722       12.711393        8.659681
  O           27.295473       13.637359        9.034784
  H           36.794927        3.334181       28.053423
  H           37.711285        3.784745       29.327831
  O           37.638090        3.795067       28.330507
  H            9.273277        5.435559       22.395134
  H            9.946542        5.317843       20.911997
  O            9.971943        4.972050       21.850027
  H           15.694741        3.305652       26.062215
  H           15.081265        1.792861       26.106361
  O           15.877847        2.357562       26.322437
  H           28.318201       12.705375       25.295723
  H           26.873174       12.713851       26.056421
  O           27.359559       12.981145       25.224494
  H           36.465565       36.358892       12.464760
  H           35.538824       37.046184       13.620449
  O           36.253494       36.369778       13.442013
  H           28.044217       12.163057       18.844021
  H           26.819650       12.787076       19.725993
  O           27.372718       11.970635       19.559688
  H           16.956961       28.270461        3.420049
  H           15.521343       28.269957        4.198404
  O           16.236601       27.692822        3.804146
  H           10.567003       15.265929       23.991773
  H            9.758799       16.670401       23.789041
  O           10.580569       16.157894       23.539744
  H           15.779976       31.128138       36.686680
  H           15.816910       29.583795       37.216279
  O           16.142733       30.212989       36.510537
  H           22.235399        9.447180       32.524379
  H           23.189376        9.912481       31.283308
  O           23.077771        9.926078       32.277027
  H            6.185918       22.308211       16.901507
  H            7.722374       21.764777       17.005525
  O            7.143230       22.580058       17.000344
  H           31.939048       30.318007       38.183392
  H           30.888047       29.172918       37.682390
  O           31.234313       30.095099       37.509762
  H           17.415096       16.273447       25.172521
  H           18.802261       17.066442       25.509818
  O           18.067529       16.954834       24.840617
  H           15.380732       34.793843       32.370119
  H           16.554631       35.626040       31.597949
  O           15.588841       35.367278       31.577668
  H           17.593168        9.005527       15.505873
