LAMMPS data file via write_data, version 7 Aug 2019, timestep = 100

6000 atoms
2 atom types

0.0000000000000000e+00 3.9152302546132105e+01 xlo xhi
0.0000000000000000e+00 3.9152302546132105e+01 ylo yhi
0.0000000000000000e+00 3.9152302546132105e+01 zlo zhi

Masses

1 1.008
2 15.9994

Atoms # atomic

862 1 3.4044843784183829e+00 2.7961349991044355e+00 1.3811744620707527e+00 0 0 0
864 2 2.8170102439207252e+00 2.7549620623531368e+00 5.7484017262465115e-01 0 0 0
2083 1 1.2828828730300064e+00 2.0806453143928341e+00 6.1573836131446025e-01 0 0 0
2084 1 5.7662862274162807e-01 5.8937600159024606e-01 3.6098560462150014e-01 0 0 0
2085 2 4.2724258854287128e-01 1.5135491243685710e+00 6.7148123442602092e-01 0 0 0
4264 1 1.9158617329850627e+00 3.1835448356955736e+00 4.5320767133160729e+00 0 0 0
640 1 3.4993711612150342e+00 3.3203205915948346e+00 3.2975444683307962e+00 0 0 0
642 2 4.3829342369002742e+00 2.8499344816782468e+00 3.0026198962155304e+00 0 0 0
2943 2 5.8153065394468531e+00 1.9293588379105366e+01 1.6833790107648433e+01 0 0 0
1846 1 5.6313865804376251e+00 1.5198789020493753e+00 1.7599990123871940e+00 0 0 0
3099 2 2.4635062095778537e+01 1.2757473161825647e+01 1.5339794179010871e-01 0 0 0
1848 2 6.4397808326914694e+00 9.8367280992648665e-01 1.5695513059043358e+00 0 0 0
1469 1 9.8382521571381467e+00 3.5785573917044959e+00 3.3302951269208827e+00 0 0 0
1470 2 1.0312698665296582e+01 3.6567166896229026e+00 4.2170212601268791e+00 0 0 0
1483 1 8.0973495074538935e+00 1.0829275555910072e+00 1.6317691793614304e+00 0 0 0
1484 1 9.0583124015147547e+00 8.3158884278581702e-01 2.9018739597700320e+00 0 0 0
1485 2 9.0659014934703794e+00 1.1215369718274222e+00 1.9275368715553578e+00 0 0 0
2758 1 9.2214505118835604e+00 3.2980335596162842e+00 1.1005181133730750e+00 0 0 0
712 1 1.3070408564261717e+01 2.3420068821668916e+00 3.1226288813047227e+00 0 0 0
713 1 1.3722359670683094e+01 3.4070493508921804e+00 4.2288561983592725e+00 0 0 0
714 2 1.3159120509417463e+01 2.5741211570336473e+00 4.0906757186816893e+00 0 0 0
428 1 2.0133145187794568e+01 2.2712654570839388e+00 2.9165020212745087e+00 0 0 0
1084 1 1.7062741650067547e+01 2.6105930399361630e+00 2.8782489670630271e+00 0 0 0
1085 1 1.6008582592029093e+01 3.1074752959080816e+00 4.0920265516740759e+00 0 0 0
1086 2 1.6413669987433028e+01 2.3359482230759063e+00 3.5772307885357089e+00 0 0 0
4209 2 2.7726999151572617e+01 1.9324319637654511e+01 1.7751704668157636e+01 0 0 0
427 1 1.9208742616744960e+01 1.6719736097763638e+00 1.6850439881226082e+00 0 0 0
429 2 1.9381215375087066e+01 2.4737753009883749e+00 2.2228458487378888e+00 0 0 0
454 1 2.1830923398601009e+01 9.9948244068495762e-01 3.9152156598674126e+00 0 0 0
3430 1 2.2206788340257717e+01 2.0066826936879720e+00 1.2001369995256530e+00 0 0 0
3431 1 2.1933612777637190e+01 3.6125897682336507e+00 8.6723362990672437e-01 0 0 0
3432 2 2.2440259402853787e+01 2.7816881955162689e+00 6.2380240824231925e-01 0 0 0
311 1 2.6385342102949153e+01 1.2815458709524592e+00 1.5865095624328038e+00 0 0 0
312 2 2.6368849821511798e+01 8.9695047734047728e-01 6.6067252365663143e-01 0 0 0
1792 1 2.4124274225729994e+01 3.3837245511992169e+00 9.1956815365646827e-01 0 0 0
1793 1 2.5805947745581491e+01 3.6387070787722799e+00 7.0200933305779967e-01 0 0 0
310 1 2.7277600248294064e+01 6.5869236383659002e-01 3.6194309650901146e-01 0 0 0
1352 1 2.9839336140467982e+01 8.2683563022400297e-01 7.2393920689204594e-01 0 0 0
1353 2 3.0018901136273925e+01 1.8207006368683256e+00 6.5719809910226579e-01 0 0 0
2645 1 2.8151074616312403e+01 3.4845724398343343e+00 3.6108898259266518e+00 0 0 0
2705 1 2.9206155978237213e+01 3.2001569207359291e+00 1.6096093547299333e+00 0 0 0
685 1 3.1501250544209398e+01 3.6976344088232418e+00 3.2140563822582964e+00 0 0 0
1060 1 3.2867040490619821e+01 1.8189593157416866e+00 2.3423312196301929e+00 0 0 0
1061 1 3.4423585172709423e+01 1.3889721291186752e+00 2.1760738077301105e+00 0 0 0
1062 2 3.3682762210682441e+01 1.5230807614125681e+00 2.8321797509233053e+00 0 0 0
3109 1 3.7621893686846818e+01 2.4325413849122746e+00 6.1509769824540317e-01 0 0 0
2788 1 3.8086158100105512e+00 7.7575487009339286e+00 3.3411516092891160e+00 0 0 0
2789 1 3.1014210892314047e+00 6.4638935439454670e+00 2.4980049207332384e+00 0 0 0
2790 2 3.3127026955147820e+00 7.4388924593986783e+00 2.5328282728309199e+00 0 0 0
4265 1 1.7419264605731166e+00 4.7779005678564470e+00 4.1338543506088961e+00 0 0 0
1706 1 7.0664441347923308e+00 6.9395914479841165e+00 1.8670475730532961e+00 0 0 0
5875 1 6.0835597812716502e+00 4.8630396579093951e+00 1.6071156804826678e+00 0 0 0
5876 1 7.7675679189830573e+00 4.9402213431312907e+00 1.7156493977040979e+00 0 0 0
5877 2 6.8575715380617499e+00 5.4241266797765668e+00 1.8535688036797635e+00 0 0 0
242 1 1.0895712805618638e+01 6.6861521789557807e+00 1.6439930720694504e+00 0 0 0
2759 1 1.0126545634334811e+01 4.7403118867540721e+00 1.1922160147687155e+00 0 0 0
2760 2 9.2536915779068210e+00 4.2503140839963418e+00 1.4002218208524810e+00 0 0 0
4057 1 9.0366836800458454e+00 7.6508520655586398e+00 2.4279367000336136e+00 0 0 0
4058 1 9.7128792955421819e+00 6.4605497573355812e+00 3.3566802366974073e+00 0 0 0
4059 2 9.9002083112567849e+00 7.2562849395749476e+00 2.7754794391352435e+00 0 0 0
243 2 1.1438158779788585e+01 6.0421691148618972e+00 1.0301972238899324e+00 0 0 0
511 1 1.5451269499682754e+01 4.5034932211733878e+00 6.8335547981724520e-01 0 0 0
513 2 1.5368764130772727e+01 5.2317482766107881e+00 1.3780685826760328e+00 0 0 0
4645 1 1.4218564237834450e+01 5.4468635155913701e+00 2.4597840167374980e+00 0 0 0
4646 1 1.2598204686635386e+01 5.6703513708838980e+00 2.3453559632228536e+00 0 0 0
4647 2 1.3362838791737655e+01 5.6084312313954001e+00 2.9979200756995534e+00 0 0 0
512 1 1.6241069880234392e+01 5.7148125199656974e+00 1.4917822549389173e+00 0 0 0
3275 1 1.6509789284454044e+01 7.6766889137279186e+00 3.6695023941090485e+00 0 0 0
5669 1 1.8738163250296381e+01 3.5890394103151895e+00 1.1968988502682487e+00 0 0 0
5670 2 1.8219346678203962e+01 4.1753530247245365e+00 5.3653390749234775e-01 0 0 0
332 1 2.3518547538524814e+01 4.4443243594898210e+00 3.6997533790038242e+00 0 0 0
4234 1 1.9708059561149490e+01 6.5274049008302804e+00 1.6775568471071745e+00 0 0 0
4235 1 2.1170384171179851e+01 6.1761472322966808e+00 2.3820903757878908e+00 0 0 0
4236 2 2.0489129646916634e+01 6.8836984118323770e+00 2.1787559343444829e+00 0 0 0
4331 1 2.3103305736804977e+01 7.8116336484241478e+00 3.5722590043877926e+00 0 0 0
4332 2 2.3766887928976807e+01 8.1146652399603649e+00 2.8927509176577129e+00 0 0 0
2942 1 4.9538548466225727e+00 1.9183688023228179e+01 1.7402253907116876e+01 0 0 0
331 1 2.4893370116611020e+01 4.1403536416705773e+00 2.8976999294072399e+00 0 0 0
333 2 2.4517891785107242e+01 4.2892444253134085e+00 3.8282821616178953e+00 0 0 0
1794 2 2.4965549279668519e+01 3.8701003967385215e+00 1.1961582656104162e+00 0 0 0
4024 1 2.7132581489938858e+01 7.3836325139726142e+00 1.9208694829717567e+00 0 0 0
4286 1 2.6187610490807128e+01 6.9154894480822646e+00 4.5394533434619655e+00 0 0 0
4287 2 2.6444164325545056e+01 7.4704081522761809e+00 3.7188199851690023e+00 0 0 0
4330 1 2.3809664379255647e+01 7.4578239208845254e+00 2.0778630203345076e+00 0 0 0
5143 1 2.4417393109291936e+01 5.6850694463318154e+00 9.2369446137743527e-01 0 0 0
5145 2 2.3873666957617296e+01 6.5225111019465052e+00 8.6689416944928577e-01 0 0 0
2704 1 2.9093854061234879e+01 4.7281955889323504e+00 2.3884642159361151e+00 0 0 0
2706 2 2.8641660446096132e+01 3.8635091196698323e+00 2.1509631811493297e+00 0 0 0
686 1 3.2591170503212687e+01 4.9541352636309934e+00 2.8461497982161545e+00 0 0 0
687 2 3.2000653742288904e+01 4.2237213396124824e+00 2.4842481310617854e+00 0 0 0
1685 1 3.1047456471386933e+01 6.3130394668225485e+00 6.6062372700779382e-01 0 0 0
4975 1 3.4358479324146337e+01 6.7815474286198141e+00 2.5395240169823055e+00 0 0 0
4976 1 3.3296458616828978e+01 8.0987590821840190e+00 2.5338515955372478e+00 0 0 0
4977 2 3.3418743223218797e+01 7.0967119072509961e+00 2.5542953545464711e+00 0 0 0
5686 1 3.5222460113475549e+01 4.4815311812180951e+00 2.7331642963389341e-01 0 0 0
4208 1 2.7473360309788131e+01 1.9026330188062001e+01 1.6813225560220019e+01 0 0 0
1883 1 1.3210898067048914e+01 9.8595325906361140e+00 5.2950504910319947e-02 0 0 0
3482 1 3.6940608053005811e+01 6.6473022275264402e+00 2.0981919210138660e+00 0 0 0
3483 2 3.6298179566573644e+01 7.0562238703739402e+00 1.4469820086449221e+00 0 0 0
5687 1 3.5448226607615055e+01 6.0972097988317033e+00 4.7538156292215544e-01 0 0 0
4642 1 1.2337242526308421e+01 1.9111179143261882e+01 1.7552307960349744e+01 0 0 0
1109 1 1.5450513932558065e+00 1.0446606771547954e+01 8.6796453247679362e-01 0 0 0
5815 1 2.5552453260225150e-02 9.7569685139927511e+00 2.7068376571781707e+00 0 0 0
5816 1 1.4527804726344620e+00 8.8950953718906920e+00 2.3848931723242184e+00 0 0 0
5817 2 8.3762872963816870e-01 9.6579935132060246e+00 2.1414949952816222e+00 0 0 0
1705 1 6.9510011990071305e+00 8.4968498653998861e+00 1.1514029632549030e+00 0 0 0
1707 2 7.3313036824461939e+00 7.9683988188624264e+00 1.9217501018651657e+00 0 0 0
2462 1 8.2217792570343509e+00 1.0874714472627774e+01 3.3755107810968119e+00 0 0 0
915 2 2.5062888415740005e+01 1.7372840071120908e+01 8.1705506323950861e-01 0 0 0
3643 1 1.0423838695721217e+01 1.0534316949435915e+01 1.8263836411756229e+00 0 0 0
3644 1 1.1079525370350158e+01 1.1852649713697335e+01 2.7988526616179037e+00 0 0 0
3645 2 1.0953659600921615e+01 1.0836569765148015e+01 2.6503760693913820e+00 0 0 0
